key,name,cap,document_date,url,header,cash,cash_unit,debt,debt_unit
TOE,TORO ENERGY LIMITED,43588876,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5hp36ybwgdm.pdf,Quarterly Activities and Cashflow Report,"1,119",$A’000,-,$A’000
PAM,PAN ASIA METALS LIMITED,43613202,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5v9xs2r8zzv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,363,$US’000,-,$US’000
CTP,CENTRAL PETROLEUM LIMITED,43764316,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1xt35rghyz2.pdf,Quarterly Activities Report & Appendix 5B,"13,826",$A’000,"28,108",$A’000
HRN,HORIZON GOLD LIMITED,43813574,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxxxldzvtqy0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,238,$A’000,-,$A’000
RZI,RAIZ INVEST LIMITED,43919369,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0743hsfygd0.pdf,Quarterly Activities Report & Appendix 4C Q4 FY23,"8,449",$A’000,-,$A’000
BGD,BARTON GOLD HOLDINGS LIMITED,43939423,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxymz8pbn8lw.pdf,Quarterly Cashflow Report,"10,451",$A’000,-,$A’000
NOV,NOVATTI GROUP LIMITED,44025350,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4dvjpnssqyx.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"18,215",$A’000,"10,500",$A’000
BBT,BLUEBET HOLDINGS LTD,44057477,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0bxctt2ns6n.pdf,Quarterly Appendix 4C Cash Flow Report,"23,171.1",$A’000,327.9,$A’000
DEM,DE.MEM LIMITED,44131938,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s07qq08hxy4t.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"3,986",$A’000,7.5,$A’000
ANP,ANTISENSE THERAPEUTICS LIMITED,44324163,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1zygwd3vvj2.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"10,967",$A’000,-,$A’000
BLU,BLUE ENERGY LIMITED.,44423366,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4jyb6bdmk8k.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,400",$A’000,-,$A’000
TGA,THORN GROUP LIMITED,44497944,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s48nt2fc2tls.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"37,997",$A’000,"139,780",$A’000
POL,POLYMETALS RESOURCES LTD,44600467,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rs4cljd15xx8.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,633",$A’000,"500,000",
HMY,HARMONEY CORP LIMITED,44684458,2023-01-31,https://announcements.asx.com.au/asxpdf/20230131/pdf/45l3pnh6y9qzzd.pdf,1H23 Cash NPAT of $2.3 million,,,,
WZR,WISR LIMITED,44943517,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0jr7pybrg4b.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"53,577",$A’000,"955,688",$A’000
IVX,INVION LIMITED,44951425,2023-07-20,https://announcements.asx.com.au/asxpdf/20230720/pdf/05rt1krsnz40cp.pdf,Activities Report and Appendix 4C,"4,085",$A’000,-,$A’000
MYE,METAROCK GROUP LIMITED,45148683,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5jdtlmy5s79.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"12,901",$A’000,"84,384",$A’000
TON,TRITON MINERALS LTD,45279313,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s161kl7d7bk5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"6,195",$A’000,-,$A’000
VRC,VOLT RESOURCES LIMITED,45303375,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1x2smmj9tm9.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,966",$A’000,-,$A’000
IPT,IMPACT MINERALS LIMITED,45515262,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4vtfq3yhfby.pdf,Quarterly Cashflow Report,"4,689",$A’000,-,$A’000
ODA,ORCODA LIMITED,45672409,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3qm5ftj79vy.pdf,Appendix 4C Cash Flow Report,"4,770",$A’000,0,$A’000
1MC,MORELLA CORPORATION LIMITED,45739353,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3tg2z1464s2.pdf,Quarterly Activities Report & 5B Cashflow June 2023,"7,936",$A’000,"3,377",$A’000
BNL,BLUE STAR HELIUM LIMITED,45998932,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5m99ss8t0rq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,825",$A’000,-,$A’000
MEK,MEEKA METALS LIMITED,46292775,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s48stfxm02nc.pdf,Quarterly Cashflow Report,"2,774",$A’000,-,$A’000
LLI,LOYAL LITHIUM LIMITED,46607001,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5n9xdqg5pwd.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,752",$A’000,Unused,$A’000
WSP,WHISPIR LIMITED,46687274,2023-07-17,https://announcements.asx.com.au/asxpdf/20230717/pdf/05rph3zpf1gy9n.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"4,320",$A’000,"1,104",$A’000
PPG,PRO-PAC PACKAGING LIMITED,47238805,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2qlz9y4spw5.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"8,323",,"20,254",Amount
TI1,TOMBADOR IRON LIMITED,47291362,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4ppzkfdx1g4.pdf,Quarterly Cashflow Report,"21,995",$A’000,-,$A’000
VR1,VECTION TECHNOLOGIES LTD,47316737,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s229x4rf7ygn.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"11,387",$A’000,"6,558",$A’000
ELS,ELSIGHT LIMITED,47350668,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s059r8rf6b04.pdf,Quarterly Activity Report and Appendix 4C,"3,901",$US’000,"5,079",$US’000
FGR,FIRST GRAPHENE LIMITED,47806627,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3w1z2hqx5hy.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"3,226",$A’000,-,$A’000
NTI,NEUROTECH INTERNATIONAL LIMITED,48065022,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz60z0fwpfcc.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"5,022",,0,$A’000
AQC,AUSTRALIAN PACIFIC COAL LIMITED,48623533,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4h9c9l8gz3d.pdf,Quarterly Activities and Cashflow Reports,"3,707",$A’000,0,$A’000
UBI,UNIVERSAL BIOSENSORS INC.,48844970,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2gt5rypbj1n.pdf,June 2023 Quarterly Activity Report and Appendix 4C,"16,644",$A’000,740,$A’000
TSI,TOP SHELF INTERNATIONAL HOLDINGS LTD,48887715,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4dqgv8f8y9b.pdf,Quarterly Report and Appendix 4C,"2,855",$A’000,"35,000",$A’000
SOR,STRATEGIC ELEMENTS LIMITED,49162678,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4vk91nxq960.pdf,SOR Quarterly Update and Appendix 4C,"7,989",$A’000,-,$A’000
MMM,MARLEY SPOON SE,49169966,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s16gst9kdxx5.pdf,Appendix 4C - Q2 2023 and Business Activity Report,"33,294",,"78,440",€
SOV,SOVEREIGN CLOUD HOLDINGS LIMITED,49213097,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5zz39r190b1.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"11,640",$A’000,353,$A’000
AAR,ASTRAL RESOURCES NL,50386214,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s57qflnr27xd.pdf,Quarterly Activities & Cashflow Report,"1,320",$A’000,Unused,$A’000
CAN,CANN GROUP LIMITED,51090476,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s25bfz53znbk.pdf,Quarterly Activities and Appendix 4C Cashflow Report,764,$A’000,"60,965",$A’000
KRM,KINGSROSE MINING LIMITED,51171803,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3rn5jw24xhr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"33,840",$A’000,-,$A’000
CLA,CELSIUS RESOURCES LIMITED.,51534257,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s25w6m8syb23.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"5,534",$A’000,-,$A’000
DNA,DONACO INTERNATIONAL LIMITED,51886354,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5s92jz07st3.pdf,Appendix 4C Cash Flow Report,"16,676",$A’000,"18,326",$A’000
IMB,INTELLIGENT MONITORING GROUP LIMITED,51911289,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s57shzpz7096.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"5,269",$A’000,"25,372",$A’000
AFA,ASF GROUP LIMITED,52298237,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rx9j42f1qbd5.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,881",$A’000,"21,950",$A’000
AKG,ACADEMIES AUSTRALASIA GROUP LIMITED,52382714,2022-10-28,https://announcements.asx.com.au/asxpdf/20221028/pdf/45gxjnbl6n89n6.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"15,240",$A’000,"4,031",$A’000
EG1,EVERGREEN LITHIUM LIMITED,52512707,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4tn38wp50nq.pdf,Quarterly Activities and Cash Flow Report,"8,688",$A’000,-,$A’000
ACW,ACTINOGEN MEDICAL LIMITED,52671312,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4xmzp11vnxz.pdf,Quarterly Activity Report & Appendix 4C,"8,460",$A’000,Unused,$A’000
TZN,TERRAMIN AUSTRALIA LIMITED.,52914068,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4cdzvhqct98.pdf,June 2023 Quarterly Activities Report and Appendix 5B,54,$A’000,"29,334",$A’000
INF,INFINITY LITHIUM CORPORATION LIMITED,53198091,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1thzkwnyglz.pdf,Quarterly Cashflow Report,"12,305",$A’000,-,$A’000
SPQ,SUPERIOR RESOURCES LIMITED,53202059,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4d046r3q95h.pdf,Quarterly Appendix 5B Cash Flow Report,"3,947",$A’000,Unused,$A’000
PVE,PO VALLEY ENERGY LIMITED,54471196,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0jt75jknznx.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,939,€’000,Unused,€’000
BSX,BLACKSTONE MINERALS LIMITED,54474224,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s20hg528qgx1.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"10,654*",$A’000,-,$A’000
DUB,DUBBER CORPORATION LIMITED,55190285,2023-07-21,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rv0gbsd9mj1k.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"32,863",$A’000,-,$A’000
LGP,LITTLE GREEN PHARMA LTD,55423843,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1tcyppvq6fx.pdf,Quarterly Activities Report & Appendix 4C,"8,690",,"3,627",
PSC,PROSPECT RESOURCES LIMITED,55471135,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryxsrvmft48w.pdf,Quarterly Activities and Cashflow Report June 2023,"26,190",$A’000,0,$A’000
CE1,CALIMA ENERGY LIMITED,55760320,2023-08-03,https://announcements.asx.com.au/asxpdf/20230803/pdf/05s923tdxtp434.pdf,Replacement June 2023 Quarterly Activtiies and Cash Flow,785,,"6,568",$A’000
HMX,HAMMER METALS LIMITED,55843663,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s51hgdfz2t4b.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,357",$A’000,-,$A’000
PTX,PRESCIENT THERAPEUTICS LIMITED,56368886,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0d9nzz49srs.pdf,June 2023 Quarterly Update and Appendix 4C,"5,895**",$A’000,-,$A’000
WAK,WA KAOLIN LIMITED,56738726,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s53w0d422t3s.pdf,June 2023 Quarterly Activities Report and Appendix 5B,"3,093",$A’000,"8,850",$A’000
SDV,SCIDEV LTD,56941056,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxrz9245yj93.pdf,June 2023 Appendix 4C,Payments,,financing,$A’000
LKO,LAKES BLUE ENERGY NL,57825090,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4xvfph8jxf3.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,758,$A’000,-,$A’000
AZL,ARIZONA LITHIUM LIMITED,58022723,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5nnb9rwtnrr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,267",$A’000,-,$A’000
3DA,AMAERO INTERNATIONAL LTD,58358330,2023-04-26,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nznb4pjnhdl4.pdf,Quarterly Activities Report and Appendix 4C,"9,785",$A’000,-,$A’000
BRU,BURU ENERGY LIMITED,58412222,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s07xzjvkh3lw.pdf,Quarterly Activities and Cash Flow Report - June 2023,"11,294",$A’000,-,$A’000
FML,FOCUS MINERALS LTD,58744522,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2l214l5l587.pdf,June 2023 Quarterly Cashflow Report,"8,753",$A’000,"100,568",$A’000
AVC,AUCTUS INVESTMENT GROUP LIMITED,58914758,2023-03-17,https://announcements.asx.com.au/asxpdf/20230317/pdf/45msns1hxyjdfs.pdf,Removal of requirement to lodge Appendix 4C,,,,
MX1,MICRO-X LIMITED,59388874,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s08k0p146wbs.pdf,MX1 - Quarterly Cash Flows and Activities Statement,"5,223",$A’000,-,$A’000
ASO,ASTON MINERALS LIMITED,59947604,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5vlkhfcvjvg.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,624",$A’000,-,$A’000
BRK,BROOKSIDE ENERGY LIMITED,60174548,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3r65xskgl7n.pdf,Quarterly Activities and Appendix 5B - June 2023,"23,455",$A’000,-,$A’000
4DS,4DS MEMORY LIMITED,60404099,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3xy4sb457g5.pdf,Quarterly Activity Report & Appendix 4C,"5,600",$A’000,-,
DBF,DUXTON FARMS LTD,60446791,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4rnvgyn4n90.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"(11,476)",$A’000,"53,276",$A’000
IXU,IXUP LIMITED,61094068,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5kkkg9tzrrk.pdf,Appendix 4C & Quarterly Activities Report,,$A,"30,515",$A
AVD,AVADA GROUP LIMITED,62278104,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5tm2ydvbfxg.pdf,Appendix 4C Cash Flow Report - Update,"10,835",$A’000,"42,103",$A’000
KAI,KAIROS MINERALS LIMITED,62901893,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4g14rg4hkbz.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,138",$A’000,-,$A’000
CPV,CLEARVUE TECHNOLOGIES LIMITED,62979810,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4s9x1bc4x0r.pdf,Quarterly Activities Report and Appendix 4C,"5,208",$A’000,-,$A’000
ADO,ANTEOTECH LTD,63073217,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0rxt6sgcgz6.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"2,720",$A’000,Unused,$A’000
G1A,GALENA MINING LIMITED,63215770,2023-08-04,https://announcements.asx.com.au/asxpdf/20230804/pdf/05sb3rqczv1qkf.pdf,Abra Cash Flow Positive,,,,
FEG,FAR EAST GOLD LTD,63257930,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5fyfmv6yt3f.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,905",$A’000,Unused,$A’000
CY5,CYGNUS METALS LIMITED,63632103,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3vc0rrl1v54.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"5,347",$A’000,-,$A’000
ATR,ASTRON CORPORATION LIMITED,63745743,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3rz4r37xtq3.pdf,Quarterly Appendix 5B Cash Flow Report,"7,205",$A’000,"21,562",$A’000
MCM,MC MINING LIMITED,63946432,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s60gfjgtk4vd.pdf,MCM Appendix 5B Cash Flow Report,"7,499",$USD’000,"8,493",$USD’000
TGN,TUNGSTEN MINING NL,64485970,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4jf2vkpvwk3.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"12,399",$A’000,-,$A’000
AZY,ANTIPA MINERALS LIMITED,64746927,2023-07-26,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s02bnpmw0gb2.pdf,Quarterly Activities and Cashflow Report - June 2023,"5,802",$A’000,Unused,$A’000
NRZ,NEURIZER LTD,64831441,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2th83dsfq6k.pdf,Quarterly Activities Report and Appendix 5B,"1,210",$A’000,"15,000",$A’000
AXN,ALLIANCE NICKEL LIMITED,64892672,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1shzqpl8gyf.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"7,767",$A’000,-,$A’000
DME,DOME GOLD MINES LIMITED,65344615,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5736xv6vgq6.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,Payments,,financing,$A’000
STK,STRICKLAND METALS LIMITED,65608351,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5qf2j8l03qq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,698",$A’000,Unused,$A’000
ICI,ICANDY INTERACTIVE LIMITED,65768079,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5w6t4sn3nqb.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"7,037",,Unused,Amount
OIL,OPTISCAN IMAGING LIMITED,65968223,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2341k7p1wf1.pdf,OIL June 2023 Quarterly Report and Appendix 4C,875,$A’000,-,$A’000
CAY,CANYON RESOURCES LIMITED,66024823,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0xv2jf334jb.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"10,726",$A’000,Unused,$A’000
NVA,NOVA MINERALS LIMITED,66430338,2023-07-11,https://announcements.asx.com.au/asxpdf/20230711/pdf/05rjczlbvrdbbn.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"19,241",$A’000,to,$A’000
S2R,S2 RESOURCES LTD,67665101,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0qgyv9c1skq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"5,767",$A’000,-,$A’000
JGH,JADE GAS HOLDINGS LIMITED,67803869,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s22vqk853ktd.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"7,080",$A’000,242,$A’000
KKO,KINETIKO ENERGY LTD,67909026,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0sw5h1vmmq8.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,559",$A’000,-,$A’000
ACB,A-CAP ENERGY LIMITED,68400147,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0xzmhl2p01w.pdf,Quarterly Cash Flow Report,"3,764",$A’000,-,$A’000
WIN,WIDGIE NICKEL LIMITED,68428835,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4xs8v164gbp.pdf,Widgie Nickel Quarterly Activities Report & Appendix 5B,"11,845",$A’000,140,$A’000
BLG,BLUGLASS LIMITED,68762054,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxrb3gwgvxwn.pdf,App 4C Qtr Ended 30 June 2023,"4,255",$A’000,Unused,$A’000
LEL,LITHIUM ENERGY LIMITED,69016700,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s62711zjb4m7.pdf,Quarterly Activities and Cash Flow Reports - 30 June 2023,"8,049",,-,
RND,RAND MINING LIMITED,69104293,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4bwryjb9m5y.pdf,Quarterly Activities & Cashflow Report - June 2023,"2,159",$A’000,11,$A’000
SWP,SWOOP HOLDINGS LIMITED,69392795,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s40fcq1hqg04.pdf,Swoop Beats Free Cash Flow Target in Final Quarter FY23,,,,
TMT,TECHNOLOGY METALS AUSTRALIA LIMITED,69928646,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rs493z1c3z52.pdf,Quarterly Activities Report and Appendix 5B Jun 2023,"16,464",$A’000,-,$A’000
IVR,INVESTIGATOR RESOURCES LTD,70421331,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s28406jwqk5b.pdf,Quarterly Activities and Cash Flow Report,"4,497",$A’000,-,$A’000
MRL,MAYUR RESOURCES LIMITED,70559329,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5jbsphzjvwc.pdf,Quarterly Activities and Cash Flow Report,"4,127",$A’000,"6,822",$A’000
CHZ,CHESSER RESOURCES LIMITED,70632162,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s41nvt5hjtc3.pdf,Quarterly activites report and quarterly cashflow report,"3,464",$A’000,"3,000",$A’000
FBR,FBR LTD,70697875,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5lchn2fd3lm.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"13,402",$A’000,"7,090",$A’000
IRD,IRON ROAD LIMITED,71813341,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0dl6tl7dj58.pdf,Quarterly Activities and Cashflow Report,"1,781",$A’000,-,$A’000
TYX,TYRANNA RESOURCES LIMITED,72301357,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1h4l9bzvst7.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,347,$A’000,-,$A’000
EGR,ECOGRAF LIMITED,72414700,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5nstct0l1z0.pdf,June 2023 Quarterly Activities Report and Appendix 5B,"38,628",$A’000,-,$A’000
HHR,HARTSHEAD RESOURCES NL,73025735,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s47hcf9hx669.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"32,879",$A’000,-,$A’000
ETM,ENERGY TRANSITION MINERALS LTD,73210177,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5323yzlqc0j.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"21,561",$A’000,-,$A’000
EOF,ECOFIBRE LIMITED,73335056,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4c2vqxkn6mg.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"7,290",$A’000,"26,607",$A’000
SOM,SOMNOMED LIMITED,73655790,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz0ymx0gy8fj.pdf,Appendix 4C,"11,956",$A’000,"17,647",$A’000
NWC,NEW WORLD RESOURCES LIMITED,73692222,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s616vglxtqy0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,622",$A’000,-,$A’000
CXM,CENTREX LIMITED,73743483,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s528nr73sb21.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,(*Less,$A’000,"3,563",$A’000
ARR,AMERICAN RARE EARTHS LIMITED,73841344,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s27xc98n4f5g.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"12,485",$A’000,-,$A’000
FAR,FAR LIMITED,74389767,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz5c7rpmpfjs.pdf,Quarterly Activities Report and Appendix 5B Cashflow,"29,484",US$’000,-,US$’000
FCT,FIRSTWAVE CLOUD TECHNOLOGY LIMITED,74828110,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz4pmxy3q1ts.pdf,FY23 Q4 Activity Report and Appendix 4C,"5,607",$A’000,Unused,$A’000
ZEO,ZEOTECH LIMITED,75060615,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxzwq8thtdpt.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,212",$A’000,-,$A’000
TMK,TMK ENERGY LIMITED,75458690,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4s5d0kjjjvn.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"6,798",$A’000,-,$A’000
PEX,PEEL MINING LIMITED,75499823,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4g373ypsmv5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"12,058",$A’000,-,$A’000
SPL,STARPHARMA HOLDINGS LIMITED,75941219,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4lglj48ncqv.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"35,180",,"5,233",Amount
