key,name,cap,document_date,url,header,cash,cash_unit,debt,debt_unit
EX1,EXOPHARM LIMITED,4833654,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1lfmshgz9h5.pdf,Quarterly Activities Report and Appendix 4C,"1,643",$A’000,-,$A’000
RBR,RBR GROUP LIMITED,4855214,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5k0nj2w74rh.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,299,$A’000,"1,500",$A’000
ROC,ROCKETBOOTS LIMITED,4883080,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5btq01z7lhn.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,638",$A’000,7.5,$A’000
ERW,ERRAWARRA RESOURCES LTD,4900824,2023-07-21,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rvcnkbw43z62.pdf,Errawarra - Quarterly Activities and Cash Flow Reports,6.,$A’000,–,$A’000
AL8,ALDERAN RESOURCES LIMITED,4933557,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2pds4bnsqsb.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,235,$A’000,-,$A’000
TD1,TALI DIGITAL LIMITED,4942733,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3zpt7d2s6ps.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"2,987",$A’000,504,$A’000
CTN,CATALINA RESOURCES LTD,4953948,2023-07-26,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s01mlgxkx7dl.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3570,$A’000,Unused,$A’000
TAS,TASMAN RESOURCES LTD,4988685,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rsc2rscf91z0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,820",$A’000,-,$A’000
MPR,MPOWER GROUP LIMITED,4992956,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4pchp5kmms1.pdf,Quarterly Report and Appendix 4C,237,$A’000,"12,828",$A’000
BMO,BASTION MINERALS LIMITED,5026402,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s41lwb1pdcl2.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,716,$A’000,Unused,$A’000
CUL,CULLEN RESOURCES LIMITED,5042909,2023-07-21,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rtyr5tt2bn84.pdf,Appendix 5B,588,$A’000,-,$A’000
EEL,ENRG ELEMENTS LTD,5046171,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rxcp746fkqcp.pdf,Quarterly Cashflow Report,814,$A'000,-,$A'000
MTH,MITHRIL RESOURCES LIMITED,5053207,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5fr7y1j3vtd.pdf,Quarterly Activities Report and Appendix 5B,569,$A’000,12,$A’000
OZM,OZAURUM RESOURCES LIMITED,5080000,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4h7cdkwdmb8.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,115",$A’000,-,$A’000
IPB,IPB PETROLEUM LIMITED,5086102,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5brl4f1bmtr.pdf,Qtly Activities and Cashflow Report end June 2023,"1,403",$A’000,-,$A’000
SHG,SINGULAR HEALTH GROUP LTD,5093426,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2ksv11gq736.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,692,$A’000,740,$A’000
GNM,GREAT NORTHERN MINERALS LIMITED,5102760,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5bmk89w9qbv.pdf,Quarterly Activities and Cashflow Reports,"1,229",$A’000,-,$A’000
HXG,HEXAGON ENERGY MATERIALS LIMITED,5129159,2023-08-02,https://announcements.asx.com.au/asxpdf/20230802/pdf/05s8j706zqkt2s.pdf,June 2023 Quarterly Activities Report & Appendix 5B,"1,535",$A’000,-,$A’000
LKY,LOCKSLEY RESOURCES LIMITED,5162500,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2cq79yvd8ck.pdf,Quarterly Activities Report and Appendix 5B,"2,273",$A’000,-,$A’000
OXT,OREXPLORE TECHNOLOGIES LIMITED,5183210,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s53yrccw6wlw.pdf,Quarterly activities and Appendix 4C cash flow reports,"3,056",$A’000,-,$A’000
SNX,SIERRA NEVADA GOLD INC.,5196344,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2f2rf6gsdfm.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,843,US$’000,-,US$’000
BUS,BUBALUS RESOURCES LIMITED,5217571,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1mxl85b8pvw.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,891",$A’000,-,$A’000
RDS,REDSTONE RESOURCES LIMITED,5228271,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5qpb44glj79.pdf,Quarterly Activities and Cashflow Report,"1,021",$A’000,-,$A’000
KNM,KNEOMEDIA LIMITED,5266749,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s50v6dsxm49q.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,54,$A’000,-,$A’000
EVE,EVE HEALTH GROUP LIMITED.,5274483,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4z0gb05c3nf.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,192,$A’000,Unused,$A’000
EQS,EQUITY STORY GROUP LTD,5349673,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4b39ylyqkrv.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,224",$A’000,0,$A’000
ADG,ADELONG GOLD LIMITED,5366901,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz7pwsx5cmm0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,Aggregate,,Unused,$A'000
PVS,PIVOTAL SYSTEMS CORPORATION,5378655,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s22g8rs1mwhb.pdf,Q2 FY2023 Appendix 4C and Quarterly Activities Report,"2,125",$US’000,-,
AGC,AUSTRALIAN GOLD AND COPPER LTD,5400000,2023-07-29,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3n0s1nfnyx5.pdf,Quarterly Cashflow Report - June 2023,"2,183",$A’000,-,$A’000
A3D,AURORA LABS LIMITED,5407777,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s47ylcsgwhbq.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,987,$A’000,Unused,$A’000
GRL,GODOLPHIN RESOURCES LIMITED,5415731,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0k6hjgf9xx2.pdf,Quarterly Activities and Cash Flow Reports June 2023,"1,243",$A’000,-,$A’000
TMX,TERRAIN MINERALS LIMITED,5415997,2023-07-18,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rrp2rjkgctdq.pdf,Quarterly Activities and Cashflow Report,"1,309",$A’000,Unused,$A’000
CVR,CAVALIER RESOURCES LIMITED,5422708,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz3h0xjk9jyt.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,944",$A’000,-,$A’000
M2R,MIRAMAR RESOURCES LIMITED,5435413,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1hvpylsjqrs.pdf,Quarterly Cash flow Report,6.,$A’000,–,$A’000
WEC,WHITE ENERGY COMPANY LIMITED,5472495,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5lfk1t1vflv.pdf,Quarterly Activities Report and Appendix 5B,771,$A’000,"34,324",$A’000
EXL,ELIXINOL WELLNESS LIMITED,5483896,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s47fbj9vvphv.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"3,043",$A’000,7.5,$A’000
BIM,BINDI METALS LIMITED,5486250,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s49l6hkvqgcy.pdf,Quarterly Activities and Cashflow Reports,"2,284",$A’000,-,$A’000
PRS,PROSPECH LIMITED.,5493999,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rs5rs73mc7tq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,609",$A’000,-,$A’000
DUN,DUNDAS MINERALS LIMITED,5511113,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2rgw7q8cvhr.pdf,Quarterly Activities Report and Appendix 5B,"1,940",$A’000,-,$A’000
PLG,PEARL GULL IRON LIMITED,5522628,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2q0my5k3yt0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,827)",$A’000,-,$A’000
AYM,AUSTRALIA UNITED MINING LIMITED,5527732,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rygm8jq3chqj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,355,$A’000,349,$A’000
MGA,METALSGROVE MINING LTD,5534550,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1j5qlp061sh.pdf,Quarterly Cashflow Report,"3,105",$A’000,-,$A’000
MSG,MCS SERVICES LIMITED,5555702,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5vg2fczs34h.pdf,Monthly Activities/Appendix 4C Cash Flow Report,"1,847",$A’000,"2,872",$A’000
ERL,EMPIRE RESOURCES LIMITED,5564675,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4x9k77bxrp5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,014",$A’000,Unused,$A’000
PFE,PANTERA MINERALS LIMITED,5573580,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s54jt018g6bh.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,803",$A’000,-,$A’000
KGD,KULA GOLD LIMITED,5598179,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0vdshnymwj8.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,558,$A’000,-,$A’000
SP3,SPECTUR LIMITED,5644622,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s40thszbg4yq.pdf,Quarterly Cashflow Report - 30 June 2023,"1,523",$A’000,702,$A’000
C7A,CLARA RESOURCES AUSTRALIA LTD,5671171,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1ph47s408np.pdf,Quarterly Activities and Cash Flow report,"1,797",$A’000,Unused,$A’000
BPM,BPM MINERALS LIMITED,5673610,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1gwjlkxp09s.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,941",$A’000,-,$A’000
DTM,DART MINING NL,5685478,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s624xnxxkn56.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,191,$A’000,Unused,$A’000
E79,E79 GOLD MINES LIMITED,5693386,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1kbpxy88vgm.pdf,Quarterly Cashflow Report - June 2023,"4,500",$A’000,-,$A’000
AUR,AURIS MINERALS LIMITED,5719511,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1pp70qx6yg3.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,557",$A’000,-,$A’000
ERG,ENECO REFRESH LTD,5719525,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4qy3l4l6x1h.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"5,398",$A’000,0,$A’000
CBH,COOLABAH METALS LIMITED,5724000,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2fq0g3pqxps.pdf,Quarterly Activities Report and Appendix 5B,"3,708",$A’000,-,$A’000
TG6,TG METALS LIMITED,5732291,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s45lzvhkb0z8.pdf,Quarterly Activities Report and Appendix 5B,"3,790",$A’000,-,$A’000
AD1,AD1 HOLDINGS LIMITED,5757983,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz7hhss9ttg0.pdf,Quarterly Activities Report and Appendix 4C,"1,963",,Unused,$A’000
HPP,HEALTH AND PLANT PROTEIN GROUP LIMITED,5772575,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s60nkrnxhd5h.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"3,738",$A’000,-,$A’000
ADC,ACDC METALS LTD,5784410,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s50z6sd5wzcy.pdf,Quarterly Appendix 5B Cash Flow Report,ASX,,Unused,$A'000
AXP,AXP ENERGY LIMITED,5824681,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4wnrg80zyhp.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,522,$US’000,285,$US’000
CL8,CARLY HOLDINGS LIMITED,5850519,2023-07-13,https://announcements.asx.com.au/asxpdf/20230713/pdf/05rljfx3gctwyq.pdf,June 2023 Quarterly Activities Report and Appendix 4C,"1,663",$A’000,"4,200",$A’000
DAF,DISCOVERY ALASKA LIMITED,5855867,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s587vk2dwj5c.pdf,Quarterly Activities / Cashflow Report,934,$A’000,-,$A’000
HMI,HIREMII LIMITED,5862783,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s046tf6v164l.pdf,June 2023 Quarterly Activities and Cashflow Reports,"1,943",,-,
AWJ,AURIC MINING LIMITED,5888682,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s27zdprn1gkt.pdf,Appendix 5B Cash Flow Report,738,$A’000,-,$A’000
DOU,DOUUGH LIMITED,5903390,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5sfbrkyfsgm.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,747,$A’000,-,$A’000
HTM,HIGH-TECH METALS LTD,5911202,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2c1xktv6vlh.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,369",$A’000,-,$A’000
SER,STRATEGIC ENERGY RESOURCES LIMITED,5930757,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0fxd29l6gzm.pdf,June 2023 Quarterly Activities & Cashflow Reports,975,$A’000,-,$A’000
AUK,AUMAKE LIMITED.,5949038,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5jr7jl3tyxj.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,394",$A’000,-,$A’000
MRQ,MRG METALS LIMITED,5957756,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s49j6kf8kcrh.pdf,30 June 2023 Quarterly Activity & Cashflow Report,575,$A’000,NIL,$A’000
M4M,MACRO METALS LIMITED,5964233,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5t65gcs547h.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,467,,Unused,$A
NME,NEX METALS EXPLORATION LIMITED,5993053,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4ydfjwqc74j.pdf,June 2023 Activities-Cashflow Report,267,$A’000,-,$A’000
RON,RONIN RESOURCES LTD,6076127,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5h8d2csszk5.pdf,RON June 2023 Quarterly Activities Report & Appendix 5B,"3,935",$A’000,-,$A’000
TKL,TRAKA RESOURCES LIMITED,6099305,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2tbm61jllyw.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,30,$A’000,-,$A’000
NKL,NICKELX LIMITED,6136905,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1k2qnvch793.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,038",$A’000,-,$A’000
MTL,MANTLE MINERALS LIMITED,6147446,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3s94076mh04.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,910",$A’000,-,$A’000
1AG,ALTERRA LIMITED,6268973,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s04bstchwlgz.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"2,269",$A’000,"3,700",$A’000
H2G,GREENHY2 LIMITED,6281337,2023-07-21,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rv9g88c2z21v.pdf,Quarterly Activities Report and Appendix 4C - June 2023,"1,575",,1,$A’000
RML,RESOLUTION MINERALS LTD,6286459,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s28kcd9mknd9.pdf,Quarterly Activities and Cashflow Report 30 June 2023,"1,309",$A’000,-,$A’000
AUA,AUDEARA LIMITED,6305200,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rrs3wthtsbty.pdf,Q4 FY23 Quarterly Activities Report & Appendix 4C,"2,623",$A’000,-,$A’000
GIB,GIBB RIVER DIAMONDS LIMITED,6345283,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s231w81jvcpv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,759,$A’000,Unused,$A’000
PNT,PANTHER METALS LTD,6376875,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz4rrs2w61zd.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,821",$A’000,-,$A’000
NYR,NYRADA INC.,6396357,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1m4llxvl4zr.pdf,Quarterly Activities Report and Appendix 4C,"3,709",$A’000,-,$A’000
PVL,POWERHOUSE VENTURES LIMITED,6399388,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rs3c2rly089m.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,,,-,
RKT,ROCKETDNA LTD.,6406711,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s06qsn1w09r7.pdf,RocketDNA June Q2 FY2023 Quarterly Report & Appendix 4C,"2,465",$A’000,350,$A’000
TZL,TZ LIMITED,6418953,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0qxby57hqqb.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,863,$A’000,"3,500",$A’000
GLV,GLOBAL OIL & GAS LIMITED,6428994,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rxcy0msqkcnf.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,451",$A’000,Unused,$A’000
ZEU,ZEUS RESOURCES LIMITED,6429934,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwqlxf90ym5z.pdf,June 2023 Quarterly Activity Report and Appendix 5B,"2,347",$A’000,-,$A’000
RLG,ROOLIFE GROUP LTD,6476023,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4yybz4by6f3.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,420",$A’000,600,$A’000
IEC,INTRA ENERGY CORPORATION LIMITED,6483126,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s51ffg2rx12f.pdf,Quarterly Cashflow Report,"1,299",$A’000,-,$A’000
HCD,HYDROCARBON DYNAMICS LIMITED,6496659,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2fmz15h61qw.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,374",$A’000,Unused,$A’000
SUM,SUMMIT MINERALS LIMITED,6529140,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3rs5dyjxn53.pdf,Quarterly Activity and Cashflow Report,"2,460",$A’000,Unused,$A’000
R3D,R3D RESOURCES LIMITED,6554321,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5fdqjxxcd4v.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,121,$A’000,"1,500",$A’000
REM,REMSENSE TECHNOLOGIES LIMITED,6586776,2023-07-18,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rqnd3fnn5p4g.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,790,$A’000,-,$A’000
TEM,TEMPEST MINERALS LIMITED,6588681,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4t937z3r8rb.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,644",$A’000,-,$A’000
MTM,MTM CRITICAL METALS LIMITED,6599177,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3zrsvg3nzk1.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,563",$A’000,-,$A’000
EPN,EPSILON HEALTHCARE LIMITED,6607788,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s28rkz4x1pv3.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,339,$A’000,"2,600",$A’000
BYH,BRYAH RESOURCES LIMITED,6640600,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4gpzlg5lqjw.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,114",$A’000,-,$A’000
IRX,INHALERX LIMITED,6641843,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4dlfj4tytrh.pdf,Quarterly Appendix 4C Cash Flow Report,525,$A’000,92,$A’000
CXU,CAULDRON ENERGY LIMITED,6660981,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4ygggft0msx.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,771,$A’000,Unused,$A’000
GSM,GOLDEN STATE MINING LIMITED,6688090,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s25qd98mzr9s.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,069",$A’000,-,$A’000
CPM,COOPER METALS LIMITED,6705619,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s09557d5bzqq.pdf,Quarterly Activities Report and Appendix 5B,"1,544",$A’000,-,$A’000
CDR,CODRUS MINERALS LIMITED,6713270,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rybzyvpdkpp2.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,829",$A’000,-,$A’000
YOW,YOWIE GROUP LTD,6775605,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5v5k19x6l51.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"7,402",$US’000,-,$US’000
FFT,FUTURE FIRST TECHNOLOGIES LTD,6790947,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s08p3zp0d99l.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,715,$A’000,6,$A’000
VTI,VISIONEERING TECHNOLOGIES INC.,6819202,2023-07-18,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rqj7zbfd7fhm.pdf,Appendix 4C and Business Activity Report - June-2023,"3,267",US$’000,"1,120",US$’000
HRE,HEAVY RARE EARTHS LIMITED,6827515,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s46g8fls3rhj.pdf,HRE June 2023 Quarterly Activities Report & Appendix 5B,"2,121",$A’000,-,$A’000
AEI,AERIS ENVIRONMENTAL LTD,6878047,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s27s5kfhpyld.pdf,Quarterly Activities and Appendix 4C Cash Flow Reports,,,-,
COY,COPPERMOLY LIMITED,6891650,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0tq0vrf8m96.pdf,Quarterly Activities and Cashflow Reports,"2,084",$A’000,-,$A’000
HAR,HARANGA RESOURCES LIMITED.,6913833,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05ry5376bdfb7r.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,652,$A’000,-,$A’000
VMG,VDM GROUP LIMITED,6927661,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5v7wqpkf2mr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,410",$A’000,"11,177",$A’000
VTX,VERTEX MINERALS LIMITED,6959106,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5tz0kp1l8vs.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,596,$A’000,-,$A’000
BMG,BMG RESOURCES LIMITED,6971769,2023-07-25,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryvz4bk86ddx.pdf,Quarterly Report and Appendix 5B,"2,072",$A’000,-,$A’000
NGL,NIGHTINGALE INTELLIGENT SYSTEMS INC,7060811,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4v8hb1z5b4x.pdf,Q2 2023 Quarterly Activity Report and Appendix 4C,274,$USD’000,730,$USD’000
HOR,HORSESHOE METALS LIMITED,7078265,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s62d36fp7dqp.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,391,$A’000,790,$A’000
RCW,RIGHTCROWD LIMITED,7106179,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s54b15my5s7j.pdf,Appendix 4C and Quarterly Activities Report,"2,413",$A’000,"1,465",$A’000
