key,name,cap,document_date,url,header,cash_flow,dollar_sign,debt_flow
CTN,CATALINA RESOURCES LTD,4953948,2023-07-26,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s01mlgxkx7dl.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3570000.0,$A,check
TAS,TASMAN RESOURCES LTD,4988685,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rsc2rscf91z0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2820000.0,$A,0.0
MPR,MPOWER GROUP LIMITED,4992956,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4pchp5kmms1.pdf,Quarterly Report and Appendix 4C,237000.0,$A,12828000.0
BMO,BASTION MINERALS LIMITED,5026402,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s41lwb1pdcl2.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,716000.0,$A,check
CUL,CULLEN RESOURCES LIMITED,5042909,2023-07-21,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rtyr5tt2bn84.pdf,Appendix 5B,588000.0,$A,0.0
EEL,ENRG ELEMENTS LTD,5046171,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rxcp746fkqcp.pdf,Quarterly Cashflow Report,814000.0,$A,0.0
MTH,MITHRIL RESOURCES LIMITED,5053207,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5fr7y1j3vtd.pdf,Quarterly Activities Report and Appendix 5B,569000.0,$A,12000.0
OZM,OZAURUM RESOURCES LIMITED,5080000,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4h7cdkwdmb8.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1115000.0,$A,0.0
IPB,IPB PETROLEUM LIMITED,5086102,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5brl4f1bmtr.pdf,Qtly Activities and Cashflow Report end June 2023,1403000.0,$A,0.0
SHG,SINGULAR HEALTH GROUP LTD,5093426,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2ksv11gq736.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,692000.0,$A,740000.0
GNM,GREAT NORTHERN MINERALS LIMITED,5102760,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5bmk89w9qbv.pdf,Quarterly Activities and Cashflow Reports,1229000.0,$A,0.0
HXG,HEXAGON ENERGY MATERIALS LIMITED,5129159,2023-08-02,https://announcements.asx.com.au/asxpdf/20230802/pdf/05s8j706zqkt2s.pdf,June 2023 Quarterly Activities Report & Appendix 5B,1535000.0,$A,0.0
LKY,LOCKSLEY RESOURCES LIMITED,5162500,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2cq79yvd8ck.pdf,Quarterly Activities Report and Appendix 5B,2273000.0,$A,0.0
OXT,OREXPLORE TECHNOLOGIES LIMITED,5183210,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s53yrccw6wlw.pdf,Quarterly activities and Appendix 4C cash flow reports,3056000.0,$A,0.0
SNX,SIERRA NEVADA GOLD INC.,5196344,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2f2rf6gsdfm.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,843000.0,US$,0.0
BUS,BUBALUS RESOURCES LIMITED,5217571,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1mxl85b8pvw.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3891000.0,$A,0.0
RDS,REDSTONE RESOURCES LIMITED,5228271,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5qpb44glj79.pdf,Quarterly Activities and Cashflow Report,1021000.0,$A,0.0
KNM,KNEOMEDIA LIMITED,5266749,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s50v6dsxm49q.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,54000.0,$A,0.0
EVE,EVE HEALTH GROUP LIMITED.,5274483,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4z0gb05c3nf.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,192000.0,$A,check
EQS,EQUITY STORY GROUP LTD,5349673,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4b39ylyqkrv.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1224000.0,$A,check
ADG,ADELONG GOLD LIMITED,5366901,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz7pwsx5cmm0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,check,,check
PVS,PIVOTAL SYSTEMS CORPORATION,5378655,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s22g8rs1mwhb.pdf,Q2 FY2023 Appendix 4C and Quarterly Activities Report,2125000.0,$US,check
AGC,AUSTRALIAN GOLD AND COPPER LTD,5400000,2023-07-29,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3n0s1nfnyx5.pdf,Quarterly Cashflow Report - June 2023,2183000.0,$A,0.0
A3D,AURORA LABS LIMITED,5407777,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s47ylcsgwhbq.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,987000.0,$A,check
GRL,GODOLPHIN RESOURCES LIMITED,5415731,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0k6hjgf9xx2.pdf,Quarterly Activities and Cash Flow Reports June 2023,1243000.0,$A,0.0
TMX,TERRAIN MINERALS LIMITED,5415997,2023-07-18,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rrp2rjkgctdq.pdf,Quarterly Activities and Cashflow Report,1309000.0,$A,check
CVR,CAVALIER RESOURCES LIMITED,5422708,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz3h0xjk9jyt.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1944000.0,$A,0.0
M2R,MIRAMAR RESOURCES LIMITED,5435413,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1hvpylsjqrs.pdf,Quarterly Cash flow Report,check,,check
WEC,WHITE ENERGY COMPANY LIMITED,5472495,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5lfk1t1vflv.pdf,Quarterly Activities Report and Appendix 5B,771000.0,$A,34324000.0
EXL,ELIXINOL WELLNESS LIMITED,5483896,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s47fbj9vvphv.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,3043000.0,$A,check
BIM,BINDI METALS LIMITED,5486250,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s49l6hkvqgcy.pdf,Quarterly Activities and Cashflow Reports,2284000.0,$A,0.0
PRS,PROSPECH LIMITED.,5493999,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rs5rs73mc7tq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1609000.0,$A,0.0
DUN,DUNDAS MINERALS LIMITED,5511113,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2rgw7q8cvhr.pdf,Quarterly Activities Report and Appendix 5B,1940000.0,$A,0.0
PLG,PEARL GULL IRON LIMITED,5522628,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2q0my5k3yt0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,check,,0.0
AYM,AUSTRALIA UNITED MINING LIMITED,5527732,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rygm8jq3chqj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,355000.0,$A,349000.0
MGA,METALSGROVE MINING LTD,5534550,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1j5qlp061sh.pdf,Quarterly Cashflow Report,3105000.0,$A,0.0
MSG,MCS SERVICES LIMITED,5555702,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5vg2fczs34h.pdf,Monthly Activities/Appendix 4C Cash Flow Report,1847000.0,$A,2872000.0
ERL,EMPIRE RESOURCES LIMITED,5564675,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4x9k77bxrp5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1014000.0,$A,check
PFE,PANTERA MINERALS LIMITED,5573580,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s54jt018g6bh.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1803000.0,$A,0.0
KGD,KULA GOLD LIMITED,5598179,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0vdshnymwj8.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,558000.0,$A,0.0
SP3,SPECTUR LIMITED,5644622,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s40thszbg4yq.pdf,Quarterly Cashflow Report - 30 June 2023,1523000.0,$A,702000.0
C7A,CLARA RESOURCES AUSTRALIA LTD,5671171,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1ph47s408np.pdf,Quarterly Activities and Cash Flow report,1797000.0,$A,check
BPM,BPM MINERALS LIMITED,5673610,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1gwjlkxp09s.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3941000.0,$A,0.0
DTM,DART MINING NL,5685478,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s624xnxxkn56.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,191000.0,$A,check
E79,E79 GOLD MINES LIMITED,5693386,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1kbpxy88vgm.pdf,Quarterly Cashflow Report - June 2023,4500000.0,$A,0.0
AUR,AURIS MINERALS LIMITED,5719511,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1pp70qx6yg3.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2557000.0,$A,0.0
ERG,ENECO REFRESH LTD,5719525,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4qy3l4l6x1h.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5398000.0,$A,check
CBH,COOLABAH METALS LIMITED,5724000,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2fq0g3pqxps.pdf,Quarterly Activities Report and Appendix 5B,3708000.0,$A,0.0
TG6,TG METALS LIMITED,5732291,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s45lzvhkb0z8.pdf,Quarterly Activities Report and Appendix 5B,3790000.0,$A,0.0
AD1,AD1 HOLDINGS LIMITED,5757983,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz7hhss9ttg0.pdf,Quarterly Activities Report and Appendix 4C,check,,check
HPP,HEALTH AND PLANT PROTEIN GROUP LIMITED,5772575,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s60nkrnxhd5h.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,3738000.0,$A,0.0
ADC,ACDC METALS LTD,5784410,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s50z6sd5wzcy.pdf,Quarterly Appendix 5B Cash Flow Report,check,,check
AXP,AXP ENERGY LIMITED,5824681,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4wnrg80zyhp.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,522000.0,$US,285000.0
CL8,CARLY HOLDINGS LIMITED,5850519,2023-07-13,https://announcements.asx.com.au/asxpdf/20230713/pdf/05rljfx3gctwyq.pdf,June 2023 Quarterly Activities Report and Appendix 4C,1663000.0,$A,4200000.0
DAF,DISCOVERY ALASKA LIMITED,5855867,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s587vk2dwj5c.pdf,Quarterly Activities / Cashflow Report,934000.0,$A,0.0
HMI,HIREMII LIMITED,5862783,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s046tf6v164l.pdf,June 2023 Quarterly Activities and Cashflow Reports,check,,check
AWJ,AURIC MINING LIMITED,5888682,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s27zdprn1gkt.pdf,Appendix 5B Cash Flow Report,738000.0,$A,0.0
DOU,DOUUGH LIMITED,5903390,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5sfbrkyfsgm.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,747000.0,$A,0.0
HTM,HIGH-TECH METALS LTD,5911202,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2c1xktv6vlh.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3369000.0,$A,0.0
SER,STRATEGIC ENERGY RESOURCES LIMITED,5930757,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0fxd29l6gzm.pdf,June 2023 Quarterly Activities & Cashflow Reports,975000.0,$A,0.0
AUK,AUMAKE LIMITED.,5949038,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5jr7jl3tyxj.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1394000.0,$A,0.0
MRQ,MRG METALS LIMITED,5957756,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s49j6kf8kcrh.pdf,30 June 2023 Quarterly Activity & Cashflow Report,575000.0,$A,check
M4M,MACRO METALS LIMITED,5964233,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5t65gcs547h.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,check,,check
NME,NEX METALS EXPLORATION LIMITED,5993053,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4ydfjwqc74j.pdf,June 2023 Activities-Cashflow Report,267000.0,$A,0.0
RON,RONIN RESOURCES LTD,6076127,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5h8d2csszk5.pdf,RON June 2023 Quarterly Activities Report & Appendix 5B,3935000.0,$A,0.0
TKL,TRAKA RESOURCES LIMITED,6099305,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2tbm61jllyw.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,30000.0,$A,0.0
NKL,NICKELX LIMITED,6136905,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1k2qnvch793.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3038000.0,$A,0.0
MTL,MANTLE MINERALS LIMITED,6147446,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3s94076mh04.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2910000.0,$A,0.0
1AG,ALTERRA LIMITED,6268973,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s04bstchwlgz.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,2269000.0,$A,3700000.0
H2G,GREENHY2 LIMITED,6281337,2023-07-21,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rv9g88c2z21v.pdf,Quarterly Activities Report and Appendix 4C - June 2023,check,,check
RML,RESOLUTION MINERALS LTD,6286459,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s28kcd9mknd9.pdf,Quarterly Activities and Cashflow Report 30 June 2023,1309000.0,$A,0.0
AUA,AUDEARA LIMITED,6305200,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rrs3wthtsbty.pdf,Q4 FY23 Quarterly Activities Report & Appendix 4C,2623000.0,$A,0.0
GIB,GIBB RIVER DIAMONDS LIMITED,6345283,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s231w81jvcpv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,759000.0,$A,check
PNT,PANTHER METALS LTD,6376875,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz4rrs2w61zd.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2821000.0,$A,0.0
NYR,NYRADA INC.,6396357,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1m4llxvl4zr.pdf,Quarterly Activities Report and Appendix 4C,3709000.0,$A,0.0
PVL,POWERHOUSE VENTURES LIMITED,6399388,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rs3c2rly089m.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
RKT,ROCKETDNA LTD.,6406711,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s06qsn1w09r7.pdf,RocketDNA June Q2 FY2023 Quarterly Report & Appendix 4C,2465000.0,$A,350000.0
TZL,TZ LIMITED,6418953,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0qxby57hqqb.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,863000.0,$A,3500000.0
GLV,GLOBAL OIL & GAS LIMITED,6428994,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rxcy0msqkcnf.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3451000.0,$A,check
ZEU,ZEUS RESOURCES LIMITED,6429934,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwqlxf90ym5z.pdf,June 2023 Quarterly Activity Report and Appendix 5B,2347000.0,$A,0.0
RLG,ROOLIFE GROUP LTD,6476023,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4yybz4by6f3.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1420000.0,$A,600000.0
IEC,INTRA ENERGY CORPORATION LIMITED,6483126,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s51ffg2rx12f.pdf,Quarterly Cashflow Report,1299000.0,$A,0.0
HCD,HYDROCARBON DYNAMICS LIMITED,6496659,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2fmz15h61qw.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1374000.0,$A,check
SUM,SUMMIT MINERALS LIMITED,6529140,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3rs5dyjxn53.pdf,Quarterly Activity and Cashflow Report,2460000.0,$A,check
R3D,R3D RESOURCES LIMITED,6554321,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5fdqjxxcd4v.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,121000.0,$A,1500000.0
REM,REMSENSE TECHNOLOGIES LIMITED,6586776,2023-07-18,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rqnd3fnn5p4g.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,790000.0,$A,0.0
TEM,TEMPEST MINERALS LIMITED,6588681,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4t937z3r8rb.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2644000.0,$A,0.0
MTM,MTM CRITICAL METALS LIMITED,6599177,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3zrsvg3nzk1.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2563000.0,$A,0.0
EPN,EPSILON HEALTHCARE LIMITED,6607788,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s28rkz4x1pv3.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,339000.0,$A,2600000.0
BYH,BRYAH RESOURCES LIMITED,6640600,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4gpzlg5lqjw.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1114000.0,$A,0.0
IRX,INHALERX LIMITED,6641843,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4dlfj4tytrh.pdf,Quarterly Appendix 4C Cash Flow Report,525000.0,$A,92000.0
CXU,CAULDRON ENERGY LIMITED,6660981,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4ygggft0msx.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,771000.0,$A,check
GSM,GOLDEN STATE MINING LIMITED,6688090,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s25qd98mzr9s.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2069000.0,$A,0.0
CPM,COOPER METALS LIMITED,6705619,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s09557d5bzqq.pdf,Quarterly Activities Report and Appendix 5B,1544000.0,$A,0.0
CDR,CODRUS MINERALS LIMITED,6713270,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rybzyvpdkpp2.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1829000.0,$A,0.0
YOW,YOWIE GROUP LTD,6775605,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5v5k19x6l51.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,7402000.0,$US,0.0
FFT,FUTURE FIRST TECHNOLOGIES LTD,6790947,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s08p3zp0d99l.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,715000.0,$A,check
VTI,VISIONEERING TECHNOLOGIES INC.,6819202,2023-07-18,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rqj7zbfd7fhm.pdf,Appendix 4C and Business Activity Report - June-2023,3267000.0,US$,1120000.0
HRE,HEAVY RARE EARTHS LIMITED,6827515,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s46g8fls3rhj.pdf,HRE June 2023 Quarterly Activities Report & Appendix 5B,2121000.0,$A,0.0
AEI,AERIS ENVIRONMENTAL LTD,6878047,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s27s5kfhpyld.pdf,Quarterly Activities and Appendix 4C Cash Flow Reports,check,,check
COY,COPPERMOLY LIMITED,6891650,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0tq0vrf8m96.pdf,Quarterly Activities and Cashflow Reports,2084000.0,$A,0.0
HAR,HARANGA RESOURCES LIMITED.,6913833,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05ry5376bdfb7r.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,652000.0,$A,0.0
VMG,VDM GROUP LIMITED,6927661,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5v7wqpkf2mr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1410000.0,$A,11177000.0
VTX,VERTEX MINERALS LIMITED,6959106,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5tz0kp1l8vs.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,596000.0,$A,0.0
BMG,BMG RESOURCES LIMITED,6971769,2023-07-25,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryvz4bk86ddx.pdf,Quarterly Report and Appendix 5B,2072000.0,$A,0.0
NGL,NIGHTINGALE INTELLIGENT SYSTEMS INC,7060811,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4v8hb1z5b4x.pdf,Q2 2023 Quarterly Activity Report and Appendix 4C,274000.0,$USD,730000.0
HOR,HORSESHOE METALS LIMITED,7078265,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s62d36fp7dqp.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,391000.0,$A,790000.0
RCW,RIGHTCROWD LIMITED,7106179,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s54b15my5s7j.pdf,Appendix 4C and Quarterly Activities Report,2413000.0,$A,1465000.0
OZZ,OZZ RESOURCES LIMITED,7124819,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rylm8bp01st9.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1476000.0,$A,0.0
BEX,BIKEEXCHANGE LIMITED,7134901,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2gjrbwn4q3q.pdf,Quarterly Appendix 4C and Activity Report,1897000.0,$A,121000.0
TRT,TODD RIVER RESOURCES LIMITED,7167023,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1szgfv7z60h.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2665000.0,$A,0.0
DTI,DTI GROUP LTD,7176823,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5h4d4k5pc4c.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
NAE,NEW AGE EXPLORATION LIMITED,7179495,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzp5gd1lsczx.pdf,Quarterly Activities and Cashflow Report,1838000.0,$A,check
DVL,DORSAVI LTD,7236601,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxw0yygmjr6c.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,879000.0,$A,261000.0
CPT,CIPHERPOINT LIMITED,7247862,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4m432xzhrkv.pdf,Appendix 4C and Activities Report,1086000.0,$A,150000.0
MOM,MOAB MINERALS LIMITED,7269635,2023-07-26,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s02jrvtlqzhy.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3733000.0,$A,0.0
MRI,MY REWARDS INTERNATIONAL LIMITED,7293598,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5lhqwyfq8t9.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,604000.0
AN1,ANAGENICS LIMITED,7312399,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s56t5c6zfgdg.pdf,Appendix 4C and Quarterly Activity Report,2567000.0,$A,0.0
ARE,ARGONAUT RESOURCES NL,7316152,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3tq2qmydjm5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,329000.0,$A,check
ZAG,ZULEIKA GOLD LIMITED,7322709,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5pyrm5167zc.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,823000.0,$A,0.0
